id_capteur,zone,latitude,longitude,date_heure,humidite_sol,temperature_sol,altitude,precision_gps,etat_capteur
SA01,Zone A,14.1348,-6.7749,2025-04-10 07:00:00,39.9,30.2,140.3,1.8,OK
SA01,Zone A,14.1348,-6.7749,2025-04-10 08:00:00,27.5,23.6,140.3,1.0,OK
SA01,Zone A,14.1348,-6.7749,2025-04-10 09:00:00,40.6,23.3,140.3,2.5,OK
SA01,Zone A,14.1348,-6.7749,2025-04-10 10:00:00,35.3,31.3,140.3,1.0,OK
SA01,Zone A,14.1348,-6.7749,2025-04-10 12:00:00,51.3,33.4,140.3,1.9,OK
SA01,Zone A,14.1348,-6.7749,2025-04-10 13:00:00,37.0,23.6,140.3,2.6,OK
SA01,Zone A,14.1348,-6.7749,2025-04-10 14:00:00,37.4,31.7,140.3,1.1,OK
SA01,Zone A,14.1348,-6.7749,2025-04-10 15:00:00,42.2,35.4,140.3,2.0,OK
SA01,Zone A,14.1348,-6.7749,2025-04-10 16:00:00,49.8,23.0,140.3,1.4,OK
SA01,Zone A,14.1348,-6.7749,2025-04-10 17:00:00,38.0,30.3,140.3,2.1,OK
SA01,Zone A,14.1348,-6.7749,2025-04-10 18:00:00,36.2,31.0,140.3,2.4,OK
SA01,Zone A,14.1348,-6.7749,2025-04-10 19:00:00,50.6,33.0,140.3,1.5,OK
SA01,Zone A,14.1348,-6.7749,2025-04-10 21:00:00,40.1,32.9,140.3,2.4,OK
SA01,Zone A,14.1348,-6.7749,2025-04-11 00:00:00,41.2,27.1,140.3,1.0,OK
SA01,Zone A,14.1348,-6.7749,2025-04-11 04:00:00,64.4,34.8,140.3,1.3,OK
SA01,Zone A,14.1348,-6.7749,2025-04-11 05:00:00,45.2,31.6,140.3,2.0,OK
SA01,Zone A,14.1348,-6.7749,2025-04-11 06:00:00,34.7,33.3,140.3,1.6,OK
SA01,Zone A,14.1348,-6.7749,2025-04-11 08:00:00,40.7,26.3,140.3,2.2,OK
SA01,Zone A,14.1348,-6.7749,2025-04-11 10:00:00,40.4,25.1,140.3,1.3,OK
SA01,Zone A,14.1348,-6.7749,2025-04-11 11:00:00,23.9,21.9,140.3,2.1,OK
SA01,Zone A,14.1348,-6.7749,2025-04-11 13:00:00,40.7,31.5,140.3,3.0,OK
SA01,Zone A,14.1348,-6.7749,2025-04-11 18:00:00,38.1,28.2,140.3,1.5,OK
SA01,Zone A,14.1348,-6.7749,2025-04-11 19:00:00,67.5,18.6,140.3,1.4,OK
SA01,Zone A,14.1348,-6.7749,2025-04-11 21:00:00,18.6,23.0,140.3,2.3,OK
SA01,Zone A,14.1348,-6.7749,2025-04-11 22:00:00,47.8,24.6,140.3,2.0,OK
SA01,Zone A,14.1348,-6.7749,2025-04-12 00:00:00,56.4,34.8,140.3,1.9,OK
SA01,Zone A,14.1348,-6.7749,2025-04-12 01:00:00,28.7,20.1,140.3,2.8,OK
SA01,Zone A,14.1348,-6.7749,2025-04-12 02:00:00,35.8,27.0,140.3,2.3,OK
SA01,Zone A,14.1348,-6.7749,2025-04-12 03:00:00,28.0,30.8,140.3,1.5,OK
SA01,Zone A,14.1348,-6.7749,2025-04-12 04:00:00,37.4,23.7,140.3,1.7,OK
SA01,Zone A,14.1348,-6.7749,2025-04-12 05:00:00,27.6,25.1,140.3,2.6,OK
SA01,Zone A,14.1348,-6.7749,2025-04-12 06:00:00,26.2,31.8,140.3,1.8,OK
SA01,Zone A,14.1348,-6.7749,2025-04-12 07:00:00,28.0,25.6,140.3,1.3,OK
SA01,Zone A,14.1348,-6.7749,2025-04-12 08:00:00,47.5,35.2,140.3,1.0,OK
SA01,Zone A,14.1348,-6.7749,2025-04-12 09:00:00,37.6,30.0,140.3,2.5,OK
SA01,Zone A,14.1348,-6.7749,2025-04-12 11:00:00,41.9,26.8,140.3,2.4,OK
SA01,Zone A,14.1348,-6.7749,2025-04-12 12:00:00,40.0,29.8,140.3,2.0,OK
SA01,Zone A,14.1348,-6.7749,2025-04-12 13:00:00,37.3,20.5,140.3,1.3,OK
SA01,Zone A,14.1348,-6.7749,2025-04-12 14:00:00,21.3,25.7,140.3,1.9,OK
SA01,Zone A,14.1348,-6.7749,2025-04-12 16:00:00,55.9,24.3,140.3,1.7,OK
SA01,Zone A,14.1348,-6.7749,2025-04-12 17:00:00,48.0,28.6,140.3,2.5,OK
SA01,Zone A,14.1348,-6.7749,2025-04-12 18:00:00,19.1,28.3,140.3,2.9,OK
SA01,Zone A,14.1348,-6.7749,2025-04-12 20:00:00,23.1,36.0,140.3,1.7,OK
SA01,Zone A,14.1348,-6.7749,2025-04-12 21:00:00,42.2,23.0,140.3,2.0,OK
SA01,Zone A,14.1348,-6.7749,2025-04-12 23:00:00,39.1,23.0,140.3,2.6,OK
SA01,Zone A,14.1348,-6.7749,2025-04-13 00:00:00,48.2,29.5,140.3,2.4,OK
SA01,Zone A,14.1348,-6.7749,2025-04-13 01:00:00,48.7,25.9,140.3,1.4,OK
SA01,Zone A,14.1348,-6.7749,2025-04-13 02:00:00,45.2,30.2,140.3,1.1,OK
SA01,Zone A,14.1348,-6.7749,2025-04-13 03:00:00,53.8,19.5,140.3,1.7,OK
SA01,Zone A,14.1348,-6.7749,2025-04-13 04:00:00,48.1,31.1,140.3,2.6,OK
SA01,Zone A,14.1348,-6.7749,2025-04-13 11:00:00,40.9,25.3,140.3,2.5,OK
SA01,Zone A,14.1348,-6.7749,2025-04-13 12:00:00,36.4,26.7,140.3,2.7,OK
SA01,Zone A,14.1348,-6.7749,2025-04-13 13:00:00,23.6,27.2,140.3,2.4,OK
SA01,Zone A,14.1348,-6.7749,2025-04-13 14:00:00,51.9,21.0,140.3,2.3,OK
SA01,Zone A,14.1348,-6.7749,2025-04-13 15:00:00,27.5,37.6,140.3,2.3,OK
SA01,Zone A,14.1348,-6.7749,2025-04-13 16:00:00,43.8,26.4,140.3,2.6,OK
SA01,Zone A,14.1348,-6.7749,2025-04-13 18:00:00,22.2,27.0,140.3,2.1,OK
SA01,Zone A,14.1348,-6.7749,2025-04-13 20:00:00,43.7,28.5,140.3,1.9,OK
SA01,Zone A,14.1348,-6.7749,2025-04-13 22:00:00,39.2,33.1,140.3,3.0,OK
SA01,Zone A,14.1348,-6.7749,2025-04-13 23:00:00,58.8,34.5,140.3,1.9,OK
SA01,Zone A,14.1348,-6.7749,2025-04-14 00:00:00,43.0,28.3,140.3,2.0,OK
SA01,Zone A,14.1348,-6.7749,2025-04-14 06:00:00,33.4,35.6,140.3,2.4,OK
SA01,Zone A,14.1348,-6.7749,2025-04-14 07:00:00,29.9,27.9,140.3,2.2,OK
SA01,Zone A,14.1348,-6.7749,2025-04-14 08:00:00,40.4,28.1,140.3,2.8,OK
SA01,Zone A,14.1348,-6.7749,2025-04-14 10:00:00,40.0,26.3,140.3,2.8,OK
SA01,Zone A,14.1348,-6.7749,2025-04-14 11:00:00,36.5,29.6,140.3,2.3,OK
SA01,Zone A,14.1348,-6.7749,2025-04-14 14:00:00,30.7,22.5,140.3,1.8,OK
SA01,Zone A,14.1348,-6.7749,2025-04-14 16:00:00,47.7,35.2,140.3,2.3,OK
SA01,Zone A,14.1348,-6.7749,2025-04-14 17:00:00,41.6,33.5,140.3,2.2,OK
SA01,Zone A,14.1348,-6.7749,2025-04-14 19:00:00,51.6,29.4,140.3,1.4,OK
SA01,Zone A,14.1348,-6.7749,2025-04-14 22:00:00,44.4,32.4,140.3,1.6,OK
SA01,Zone A,14.1348,-6.7749,2025-04-15 01:00:00,32.5,29.5,140.3,1.7,OK
SA01,Zone A,14.1348,-6.7749,2025-04-15 02:00:00,31.7,22.5,140.3,1.1,OK
SA01,Zone A,14.1348,-6.7749,2025-04-15 03:00:00,45.8,31.6,140.3,1.5,OK
SA01,Zone A,14.1348,-6.7749,2025-04-15 06:00:00,37.4,25.4,140.3,2.2,OK
SA01,Zone A,14.1348,-6.7749,2025-04-15 08:00:00,31.2,22.8,140.3,2.7,OK
SA01,Zone A,14.1348,-6.7749,2025-04-15 09:00:00,38.6,22.7,140.3,2.2,OK
SA01,Zone A,14.1348,-6.7749,2025-04-15 11:00:00,42.9,22.0,140.3,2.4,OK
SA01,Zone A,14.1348,-6.7749,2025-04-15 12:00:00,55.1,25.6,140.3,2.4,OK
SA01,Zone A,14.1348,-6.7749,2025-04-15 13:00:00,42.4,23.5,140.3,2.1,OK
SA01,Zone A,14.1348,-6.7749,2025-04-15 14:00:00,37.7,23.7,140.3,2.7,OK
SA01,Zone A,14.1348,-6.7749,2025-04-15 15:00:00,44.8,29.1,140.3,2.3,OK
SA01,Zone A,14.1348,-6.7749,2025-04-15 17:00:00,52.0,26.4,140.3,2.1,OK
SA01,Zone A,14.1348,-6.7749,2025-04-15 18:00:00,32.5,32.3,140.3,2.0,OK
SA01,Zone A,14.1348,-6.7749,2025-04-15 19:00:00,46.7,28.2,140.3,2.6,OK
SA01,Zone A,14.1348,-6.7749,2025-04-15 20:00:00,48.9,24.3,140.3,2.5,OK
SA01,Zone A,14.1348,-6.7749,2025-04-15 22:00:00,40.4,30.5,140.3,1.7,OK
SA01,Zone A,14.1348,-6.7749,2025-04-16 02:00:00,49.0,27.9,140.3,1.4,OK
SA01,Zone A,14.1348,-6.7749,2025-04-16 04:00:00,37.7,26.8,140.3,1.3,OK
SA01,Zone A,14.1348,-6.7749,2025-04-16 07:00:00,29.3,28.4,140.3,2.2,OK
SA01,Zone A,14.1348,-6.7749,2025-04-16 08:00:00,35.5,25.1,140.3,1.0,OK
SA01,Zone A,14.1348,-6.7749,2025-04-16 09:00:00,25.0,28.0,140.3,2.1,OK
SA01,Zone A,14.1348,-6.7749,2025-04-16 17:00:00,46.8,27.4,140.3,1.8,OK
SA01,Zone A,14.1348,-6.7749,2025-04-16 20:00:00,46.8,27.0,140.3,1.2,OK
SA01,Zone A,14.1348,-6.7749,2025-04-16 21:00:00,32.0,29.6,140.3,2.5,OK
SA01,Zone A,14.1348,-6.7749,2025-04-16 22:00:00,35.5,20.2,140.3,2.3,OK
SA01,Zone A,14.1348,-6.7749,2025-04-16 23:00:00,50.0,21.4,140.3,2.6,OK
SA01,Zone A,14.1348,-6.7749,2025-04-17 00:00:00,27.5,32.3,140.3,2.4,OK
SA01,Zone A,14.1348,-6.7749,2025-04-17 03:00:00,36.8,25.2,140.3,1.7,OK
SA01,Zone A,14.1348,-6.7749,2025-04-17 05:00:00,41.2,29.9,140.3,2.6,OK
SA01,Zone A,14.1348,-6.7749,2025-04-17 08:00:00,41.8,26.4,140.3,1.8,OK
SA01,Zone A,14.1348,-6.7749,2025-04-17 10:00:00,38.7,29.4,140.3,2.5,OK
SA01,Zone A,14.1348,-6.7749,2025-04-17 11:00:00,37.2,29.1,140.3,2.6,OK
SA01,Zone A,14.1348,-6.7749,2025-04-17 12:00:00,31.1,32.4,140.3,2.6,OK
SA01,Zone A,14.1348,-6.7749,2025-04-17 13:00:00,35.7,25.5,140.3,2.3,OK
SA01,Zone A,14.1348,-6.7749,2025-04-17 17:00:00,29.5,23.7,140.3,3.2,OK
SA01,Zone A,14.1348,-6.7749,2025-04-17 20:00:00,42.5,21.0,140.3,1.6,OK
SA01,Zone A,14.1348,-6.7749,2025-04-18 00:00:00,35.7,32.1,140.3,2.2,OK
SA01,Zone A,14.1348,-6.7749,2025-04-18 01:00:00,35.8,27.4,140.3,2.3,OK
SA01,Zone A,14.1348,-6.7749,2025-04-18 03:00:00,11.7,31.7,140.3,1.3,OK
SA01,Zone A,14.1348,-6.7749,2025-04-18 04:00:00,46.6,27.3,140.3,3.3,OK
SA01,Zone A,14.1348,-6.7749,2025-04-18 05:00:00,29.8,25.6,140.3,1.6,OK
SA01,Zone A,14.1348,-6.7749,2025-04-18 07:00:00,49.0,22.5,140.3,2.2,OK
SA01,Zone A,14.1348,-6.7749,2025-04-18 09:00:00,32.9,27.7,140.3,2.1,OK
SA01,Zone A,14.1348,-6.7749,2025-04-18 10:00:00,28.4,25.3,140.3,1.3,OK
SA01,Zone A,14.1348,-6.7749,2025-04-18 12:00:00,52.0,26.7,140.3,2.2,OK
SA01,Zone A,14.1348,-6.7749,2025-04-18 14:00:00,36.6,33.3,140.3,2.1,OK
SA01,Zone A,14.1348,-6.7749,2025-04-18 15:00:00,41.7,22.0,140.3,2.4,OK
SA01,Zone A,14.1348,-6.7749,2025-04-18 16:00:00,36.9,32.0,140.3,2.4,OK
SA01,Zone A,14.1348,-6.7749,2025-04-18 17:00:00,35.1,27.1,140.3,2.1,OK
SA01,Zone A,14.1348,-6.7749,2025-04-18 19:00:00,32.0,32.1,140.3,2.1,OK
SA01,Zone A,14.1348,-6.7749,2025-04-18 20:00:00,30.8,25.7,140.3,2.1,OK
SA01,Zone A,14.1348,-6.7749,2025-04-18 22:00:00,31.3,27.3,140.3,1.5,OK
SA01,Zone A,14.1348,-6.7749,2025-04-18 23:00:00,33.7,30.2,140.3,1.8,OK
SA01,Zone A,14.1348,-6.7749,2025-04-19 00:00:00,35.0,32.7,140.3,2.3,OK
SA01,Zone A,14.1348,-6.7749,2025-04-19 02:00:00,37.9,26.3,140.3,1.4,OK
SA01,Zone A,14.1348,-6.7749,2025-04-19 05:00:00,42.7,25.4,140.3,1.5,OK
SA01,Zone A,14.1348,-6.7749,2025-04-19 06:00:00,11.9,24.3,140.3,2.4,OK
SA01,Zone A,14.1348,-6.7749,2025-04-19 10:00:00,36.8,33.9,140.3,1.4,OK
SA01,Zone A,14.1348,-6.7749,2025-04-19 12:00:00,47.9,28.9,140.3,2.7,OK
SA01,Zone A,14.1348,-6.7749,2025-04-19 13:00:00,24.1,26.4,140.3,1.7,OK
SA01,Zone A,14.1348,-6.7749,2025-04-19 14:00:00,41.4,32.2,140.3,1.8,OK
SA01,Zone A,14.1348,-6.7749,2025-04-19 16:00:00,54.4,25.8,140.3,1.9,OK
SA01,Zone A,14.1348,-6.7749,2025-04-19 17:00:00,40.9,25.2,140.3,1.8,OK
