id_capteur,zone,latitude,longitude,date_heure,temperature_air,humidite_air,pression,vitesse_vent,direction_vent,pluviometrie,altitude,precision_gps,etat_capteur
MA01,Zone A,14.1748,-6.8569,2025-04-06 13:00:00,27.1,63.0,1019.1,13.6,E,1.08,179.4,2.3,OK
MA01,Zone A,14.1748,-6.8569,2025-04-06 22:00:00,27.5,62.0,1022.5,16.4,N,2.34,179.4,3.0,OK
MA01,Zone A,14.1748,-6.8569,2025-04-07 03:00:00,37.3,51.5,1007.5,9.8,S,0.2,179.4,2.6,OK
MA01,Zone A,14.1748,-6.8569,2025-04-07 07:00:00,31.1,63.5,1011.6,21.5,NO,0.66,179.4,2.6,OK
MA01,Zone A,14.1748,-6.8569,2025-04-07 09:00:00,28.5,54.9,1009.5,9.7,NE,0.26,179.4,1.9,OK
MA01,Zone A,14.1748,-6.8569,2025-04-07 14:00:00,28.9,63.2,1016.0,8.4,SE,1.66,179.4,2.2,OK
MA01,Zone A,14.1748,-6.8569,2025-04-07 17:00:00,28.7,50.0,1014.1,14.7,E,2.2,179.4,1.0,OK
MA01,Zone A,14.1748,-6.8569,2025-04-07 18:00:00,29.8,69.7,1006.4,9.7,O,1.41,179.4,1.0,OK
MA01,Zone A,14.1748,-6.8569,2025-04-07 19:00:00,30.4,57.1,1010.6,5.9,NO,1.14,179.4,2.0,OK
MA01,Zone A,14.1748,-6.8569,2025-04-07 20:00:00,34.1,32.3,1009.8,17.5,SO,1.36,179.4,2.5,OK
MA01,Zone A,14.1748,-6.8569,2025-04-08 00:00:00,31.7,63.1,1015.0,11.0,O,2.66,179.4,2.3,OK
MA01,Zone A,14.1748,-6.8569,2025-04-08 03:00:00,31.5,56.1,1011.3,11.4,E,2.38,179.4,2.9,OK
MA01,Zone A,14.1748,-6.8569,2025-04-08 09:00:00,22.2,66.3,1011.9,9.9,O,1.64,179.4,2.2,OK
MA01,Zone A,14.1748,-6.8569,2025-04-08 12:00:00,36.2,39.6,1011.6,10.7,NE,0.71,179.4,2.6,OK
MA01,Zone A,14.1748,-6.8569,2025-04-08 13:00:00,30.0,71.9,1016.6,20.4,NO,0.4,179.4,2.0,OK
MA01,Zone A,14.1748,-6.8569,2025-04-08 17:00:00,32.1,44.3,1017.6,7.6,O,4.22,179.4,2.1,OK
MA01,Zone A,14.1748,-6.8569,2025-04-08 18:00:00,34.9,63.0,1011.1,9.9,S,1.45,179.4,2.2,OK
MA01,Zone A,14.1748,-6.8569,2025-04-08 19:00:00,27.7,62.9,1011.1,6.5,N,2.04,179.4,2.2,OK
MA01,Zone A,14.1748,-6.8569,2025-04-08 21:00:00,36.1,56.7,1011.3,13.7,SO,0.63,179.4,2.3,OK
MA01,Zone A,14.1748,-6.8569,2025-04-08 22:00:00,34.9,67.0,1020.5,16.8,SE,1.54,179.4,1.7,OK
MA01,Zone A,14.1748,-6.8569,2025-04-09 00:00:00,31.7,72.0,1009.4,5.8,NO,0.3,179.4,1.5,OK
MA01,Zone A,14.1748,-6.8569,2025-04-09 12:00:00,32.0,48.3,1007.6,13.1,SE,1.84,179.4,2.3,OK
MA01,Zone A,14.1748,-6.8569,2025-04-09 13:00:00,31.4,50.1,1012.5,12.9,SO,3.9,179.4,3.1,OK
MA01,Zone A,14.1748,-6.8569,2025-04-09 15:00:00,28.6,60.4,1017.3,17.5,NE,1.34,179.4,2.0,OK
MA01,Zone A,14.1748,-6.8569,2025-04-09 16:00:00,21.7,46.5,1007.8,16.3,SO,3.79,179.4,1.7,OK
MA01,Zone A,14.1748,-6.8569,2025-04-09 18:00:00,26.5,60.2,1013.0,20.3,SO,0.38,179.4,1.8,OK
MA01,Zone A,14.1748,-6.8569,2025-04-09 21:00:00,30.4,84.2,1017.5,16.0,N,0.68,179.4,1.2,OK
MA01,Zone A,14.1748,-6.8569,2025-04-09 22:00:00,31.0,63.9,1010.3,6.5,O,0.13,179.4,1.8,OK
MA01,Zone A,14.1748,-6.8569,2025-04-10 02:00:00,33.7,55.1,1010.8,8.1,S,3.42,179.4,2.1,OK
MA01,Zone A,14.1748,-6.8569,2025-04-10 03:00:00,36.6,30.1,1004.7,9.3,SE,1.25,179.4,2.0,OK
MA01,Zone A,14.1748,-6.8569,2025-04-10 05:00:00,31.8,45.1,1009.9,6.1,NE,0.3,179.4,1.3,OK
MA01,Zone A,14.1748,-6.8569,2025-04-10 07:00:00,32.9,52.7,1012.6,20.8,NO,0.04,179.4,1.3,OK
MA01,Zone A,14.1748,-6.8569,2025-04-10 13:00:00,28.1,55.7,1015.0,8.5,NE,1.67,179.4,2.0,OK
MA01,Zone A,14.1748,-6.8569,2025-04-10 16:00:00,34.3,50.7,1013.9,15.6,SE,0.16,179.4,1.3,OK
MA01,Zone A,14.1748,-6.8569,2025-04-10 18:00:00,27.0,69.1,1011.8,20.2,N,0.34,179.4,2.2,OK
MA01,Zone A,14.1748,-6.8569,2025-04-10 21:00:00,26.0,52.2,1018.3,5.7,N,0.82,179.4,2.2,OK
MA01,Zone A,14.1748,-6.8569,2025-04-10 23:00:00,25.3,37.0,1019.8,15.8,SO,0.79,179.4,1.0,OK
MA01,Zone A,14.1748,-6.8569,2025-04-11 00:00:00,34.9,61.6,1011.7,11.5,SE,2.16,179.4,2.1,OK
MA01,Zone A,14.1748,-6.8569,2025-04-11 01:00:00,33.7,64.1,1012.3,22.8,E,0.45,179.4,2.8,OK
MA01,Zone A,14.1748,-6.8569,2025-04-11 04:00:00,24.5,68.6,1021.0,13.7,SE,0.28,179.4,2.0,OK
MA01,Zone A,14.1748,-6.8569,2025-04-11 06:00:00,33.1,65.1,1016.9,9.7,NE,0.02,179.4,2.4,OK
MA01,Zone A,14.1748,-6.8569,2025-04-11 08:00:00,30.4,71.7,1014.5,17.1,SE,0.29,179.4,3.0,OK
MA01,Zone A,14.1748,-6.8569,2025-04-11 09:00:00,31.8,54.7,1007.4,10.3,SE,1.39,179.4,1.0,OK
MA01,Zone A,14.1748,-6.8569,2025-04-11 15:00:00,33.3,41.0,1021.3,5.2,SE,1.9,179.4,1.4,OK
MA01,Zone A,14.1748,-6.8569,2025-04-11 18:00:00,31.7,55.1,1013.5,12.5,SO,0.36,179.4,1.8,OK
MA01,Zone A,14.1748,-6.8569,2025-04-11 20:00:00,29.6,64.9,1013.7,11.5,E,0.61,179.4,3.5,OK
MA01,Zone A,14.1748,-6.8569,2025-04-11 22:00:00,30.8,70.5,1010.8,21.9,N,0.86,179.4,1.8,OK
MA01,Zone A,14.1748,-6.8569,2025-04-11 23:00:00,23.9,75.7,1007.7,16.9,S,0.48,179.4,2.4,OK
MA01,Zone A,14.1748,-6.8569,2025-04-12 04:00:00,24.9,61.3,1016.3,14.3,E,0.43,179.4,2.5,OK
MA01,Zone A,14.1748,-6.8569,2025-04-12 07:00:00,30.1,61.5,1015.7,14.2,S,5.31,179.4,2.1,OK
MA01,Zone A,14.1748,-6.8569,2025-04-12 12:00:00,25.4,68.0,1008.8,12.1,E,0.58,179.4,2.0,OK
MA01,Zone A,14.1748,-6.8569,2025-04-12 14:00:00,31.5,79.4,1013.8,10.7,NE,0.57,179.4,2.8,OK
MA01,Zone A,14.1748,-6.8569,2025-04-12 15:00:00,25.6,69.0,1015.9,4.6,N,3.26,179.4,2.6,OK
MA01,Zone A,14.1748,-6.8569,2025-04-12 16:00:00,28.3,89.6,1011.5,18.1,E,0.77,179.4,2.0,OK
MA01,Zone A,14.1748,-6.8569,2025-04-12 17:00:00,27.5,71.5,1011.8,19.3,N,0.82,179.4,1.7,OK
MA01,Zone A,14.1748,-6.8569,2025-04-12 18:00:00,26.8,61.6,1013.9,7.0,SO,0.4,179.4,1.5,OK
MA01,Zone A,14.1748,-6.8569,2025-04-12 19:00:00,30.3,52.1,1022.2,7.0,SE,0.37,179.4,2.9,OK
MA01,Zone A,14.1748,-6.8569,2025-04-12 20:00:00,37.5,54.3,1010.9,17.8,SO,1.08,179.4,1.6,OK
MA01,Zone A,14.1748,-6.8569,2025-04-12 22:00:00,29.0,60.0,1011.5,9.2,N,2.27,179.4,1.6,OK
MA01,Zone A,14.1748,-6.8569,2025-04-13 03:00:00,27.6,64.0,1011.5,4.4,S,1.35,179.4,2.1,OK
MA01,Zone A,14.1748,-6.8569,2025-04-13 04:00:00,35.3,59.9,1009.8,14.7,N,1.2,179.4,2.4,OK
MA01,Zone A,14.1748,-6.8569,2025-04-13 05:00:00,27.6,61.9,1015.8,8.3,E,1.93,179.4,1.2,OK
MA01,Zone A,14.1748,-6.8569,2025-04-13 07:00:00,27.5,56.1,1017.2,0.0,O,1.35,179.4,1.4,OK
MA01,Zone A,14.1748,-6.8569,2025-04-13 08:00:00,32.0,65.7,1016.7,21.2,NE,0.47,179.4,2.4,OK
MA01,Zone A,14.1748,-6.8569,2025-04-13 09:00:00,33.9,74.8,1017.7,14.0,NE,2.72,179.4,2.3,OK
MA01,Zone A,14.1748,-6.8569,2025-04-13 10:00:00,29.5,52.0,1010.2,15.2,NO,0.26,179.4,2.8,OK
MA01,Zone A,14.1748,-6.8569,2025-04-13 12:00:00,32.6,64.3,1013.2,14.1,NO,1.06,179.4,2.3,OK
MA01,Zone A,14.1748,-6.8569,2025-04-13 16:00:00,31.2,69.3,1013.7,14.7,NE,0.63,179.4,1.8,OK
MA01,Zone A,14.1748,-6.8569,2025-04-13 19:00:00,29.5,64.1,1005.8,13.0,NO,0.54,179.4,1.7,OK
MA01,Zone A,14.1748,-6.8569,2025-04-13 20:00:00,31.5,55.3,1014.5,9.6,SE,3.08,179.4,2.6,OK
MA01,Zone A,14.1748,-6.8569,2025-04-13 23:00:00,24.2,57.1,1008.1,11.7,N,1.72,179.4,2.9,OK
MA01,Zone A,14.1748,-6.8569,2025-04-14 03:00:00,34.9,64.9,1010.7,15.2,S,0.37,179.4,1.9,OK
MA01,Zone A,14.1748,-6.8569,2025-04-14 04:00:00,30.1,48.2,1012.5,16.4,NO,4.52,179.4,1.2,OK
MA01,Zone A,14.1748,-6.8569,2025-04-14 05:00:00,37.6,61.5,1014.0,5.9,N,0.48,179.4,2.4,OK
MA01,Zone A,14.1748,-6.8569,2025-04-14 10:00:00,31.3,59.2,1016.8,13.8,N,0.36,179.4,1.9,OK
MA01,Zone A,14.1748,-6.8569,2025-04-14 11:00:00,30.9,66.1,1014.8,14.5,NO,0.31,179.4,1.8,OK
MA01,Zone A,14.1748,-6.8569,2025-04-14 12:00:00,27.2,65.9,1018.0,14.2,O,2.15,179.4,2.3,OK
MA01,Zone A,14.1748,-6.8569,2025-04-14 14:00:00,30.8,53.9,1020.2,6.8,O,0.2,179.4,2.3,OK
MA01,Zone A,14.1748,-6.8569,2025-04-14 16:00:00,24.6,68.8,1010.5,4.8,NE,0.1,179.4,2.0,OK
MA01,Zone A,14.1748,-6.8569,2025-04-14 17:00:00,30.9,56.6,1003.3,10.6,NO,0.11,179.4,2.6,OK
MA01,Zone A,14.1748,-6.8569,2025-04-14 18:00:00,32.5,67.7,1012.9,15.8,NO,1.78,179.4,1.0,OK
MA01,Zone A,14.1748,-6.8569,2025-04-14 20:00:00,29.4,62.0,1008.4,10.7,NE,6.48,179.4,1.7,OK
MA01,Zone A,14.1748,-6.8569,2025-04-14 23:00:00,27.5,62.5,1011.9,16.4,NE,1.23,179.4,2.9,OK
MA01,Zone A,14.1748,-6.8569,2025-04-15 04:00:00,28.1,83.6,1015.6,11.1,SO,0.21,179.4,1.9,OK
MA01,Zone A,14.1748,-6.8569,2025-04-15 07:00:00,32.1,52.4,1020.2,14.9,E,0.27,179.4,1.7,OK
MA01,Zone A,14.1748,-6.8569,2025-04-15 11:00:00,33.7,74.6,1010.9,14.0,NE,2.43,179.4,2.2,OK
MA01,Zone A,14.1748,-6.8569,2025-04-15 12:00:00,32.6,88.2,1011.5,13.0,E,0.9,179.4,2.8,OK
MA01,Zone A,14.1748,-6.8569,2025-04-15 14:00:00,28.9,61.7,1021.6,6.8,S,2.34,179.4,2.1,OK
MA01,Zone A,14.1748,-6.8569,2025-04-15 18:00:00,26.5,68.8,1011.0,14.2,SO,0.39,179.4,3.0,OK
MA01,Zone A,14.1748,-6.8569,2025-04-15 20:00:00,30.6,56.2,1019.3,17.5,O,1.95,179.4,2.1,OK
MA01,Zone A,14.1748,-6.8569,2025-04-15 22:00:00,24.8,86.0,1012.6,4.7,S,6.59,179.4,1.3,OK
MA01,Zone A,14.1748,-6.8569,2025-04-16 08:00:00,28.7,79.7,1018.5,3.8,NO,1.35,179.4,3.1,OK
MA01,Zone A,14.1748,-6.8569,2025-04-16 12:00:00,32.3,58.5,1006.4,14.0,O,1.89,179.4,1.6,OK
MA01,Zone A,14.1748,-6.8569,2025-04-16 14:00:00,35.2,75.8,1006.0,11.2,NE,1.08,179.4,2.0,OK
MA01,Zone A,14.1748,-6.8569,2025-04-16 18:00:00,34.2,47.1,1017.4,6.4,NE,5.23,179.4,1.8,OK
MA01,Zone A,14.1748,-6.8569,2025-04-16 19:00:00,29.9,62.9,1007.9,4.2,SE,0.11,179.4,1.6,OK
MA01,Zone A,14.1748,-6.8569,2025-04-16 21:00:00,33.6,45.3,1009.6,9.5,O,0.85,179.4,2.6,OK
MA01,Zone A,14.1748,-6.8569,2025-04-16 22:00:00,35.9,66.6,1014.7,16.2,NO,0.97,179.4,2.3,OK
MA01,Zone A,14.1748,-6.8569,2025-04-16 23:00:00,29.7,55.4,1013.2,13.2,SE,0.35,179.4,2.6,OK
MA01,Zone A,14.1748,-6.8569,2025-04-17 00:00:00,26.9,62.9,1005.0,11.3,O,4.07,179.4,1.6,OK
MA01,Zone A,14.1748,-6.8569,2025-04-17 02:00:00,22.6,97.3,1009.5,13.7,SO,0.91,179.4,2.5,OK
MA01,Zone A,14.1748,-6.8569,2025-04-17 12:00:00,30.9,86.0,1016.9,13.1,O,1.77,179.4,1.9,OK
MA01,Zone A,14.1748,-6.8569,2025-04-17 13:00:00,31.3,75.3,1017.7,9.8,O,4.01,179.4,2.2,OK
MA01,Zone A,14.1748,-6.8569,2025-04-17 17:00:00,27.9,65.6,1017.0,6.3,NE,0.75,179.4,2.4,OK
MA01,Zone A,14.1748,-6.8569,2025-04-17 19:00:00,36.7,59.1,1016.9,13.7,SO,2.01,179.4,1.8,OK
MA01,Zone A,14.1748,-6.8569,2025-04-17 22:00:00,33.9,69.6,1018.2,5.9,O,2.47,179.4,2.7,OK
MA01,Zone A,14.1748,-6.8569,2025-04-17 23:00:00,26.9,48.8,1007.2,12.6,SO,0.01,179.4,1.8,OK
MA01,Zone A,14.1748,-6.8569,2025-04-18 01:00:00,24.8,58.4,1007.8,7.8,S,0.74,179.4,3.0,OK
MA01,Zone A,14.1748,-6.8569,2025-04-18 03:00:00,28.2,53.7,1022.0,12.8,SO,1.65,179.4,1.6,OK
MA01,Zone A,14.1748,-6.8569,2025-04-18 05:00:00,29.2,61.8,1008.4,10.4,E,1.1,179.4,2.6,OK
MA01,Zone A,14.1748,-6.8569,2025-04-18 08:00:00,23.7,78.6,1015.3,19.2,NO,1.14,179.4,1.1,OK
MA01,Zone A,14.1748,-6.8569,2025-04-18 09:00:00,30.0,66.7,1012.2,16.3,NE,4.67,179.4,2.4,OK
MA01,Zone A,14.1748,-6.8569,2025-04-18 10:00:00,27.2,50.1,1008.6,11.8,NE,0.45,179.4,2.3,OK
MA01,Zone A,14.1748,-6.8569,2025-04-18 11:00:00,37.1,71.3,1010.6,19.0,NE,0.56,179.4,2.1,OK
MA01,Zone A,14.1748,-6.8569,2025-04-18 12:00:00,30.4,63.3,1007.7,11.3,NE,1.71,179.4,1.0,OK
MA01,Zone A,14.1748,-6.8569,2025-04-18 13:00:00,36.6,61.1,1010.7,13.6,O,1.26,179.4,1.6,OK
MA01,Zone A,14.1748,-6.8569,2025-04-18 16:00:00,31.6,62.6,1013.2,14.4,NE,1.38,179.4,2.0,OK
MA01,Zone A,14.1748,-6.8569,2025-04-19 00:00:00,35.6,58.4,1011.9,8.7,SO,1.42,179.4,1.6,OK
MA01,Zone A,14.1748,-6.8569,2025-04-19 03:00:00,28.2,58.5,1018.0,15.7,E,0.48,179.4,2.5,OK
MA01,Zone A,14.1748,-6.8569,2025-04-19 04:00:00,39.9,47.1,1015.1,13.4,N,1.47,179.4,1.6,OK
MA01,Zone A,14.1748,-6.8569,2025-04-19 06:00:00,32.8,62.5,1012.4,10.2,SO,0.15,179.4,1.6,OK
MA01,Zone A,14.1748,-6.8569,2025-04-19 10:00:00,36.8,41.8,1014.3,23.1,NE,0.4,179.4,2.6,OK
MA01,Zone A,14.1748,-6.8569,2025-04-19 12:00:00,27.9,82.1,1010.8,14.1,O,0.78,179.4,2.0,OK
MA01,Zone A,14.1748,-6.8569,2025-04-19 15:00:00,26.6,53.5,1010.7,20.1,SO,0.48,179.4,2.3,OK
MA01,Zone A,14.1748,-6.8569,2025-04-19 17:00:00,31.1,64.8,1006.8,8.2,O,2.42,179.4,1.9,OK
MA01,Zone A,14.1748,-6.8569,2025-04-20 00:00:00,26.3,47.2,1015.8,16.2,N,1.14,179.4,2.2,OK
MA01,Zone A,14.1748,-6.8569,2025-04-20 02:00:00,37.9,68.7,1013.3,10.7,S,0.09,179.4,3.2,OK
MA01,Zone A,14.1748,-6.8569,2025-04-20 04:00:00,27.3,63.0,1019.3,7.4,S,0.34,179.4,2.3,OK
MA01,Zone A,14.1748,-6.8569,2025-04-20 12:00:00,33.3,52.6,1007.7,14.5,SE,1.85,179.4,2.2,OK
MA01,Zone A,14.1748,-6.8569,2025-04-20 13:00:00,39.6,48.4,1016.3,14.5,E,0.76,179.4,1.0,OK
MA01,Zone A,14.1748,-6.8569,2025-04-20 14:00:00,31.0,63.0,1012.6,13.3,NO,2.86,179.4,2.0,OK
MA01,Zone A,14.1748,-6.8569,2025-04-20 15:00:00,33.3,69.2,1011.0,10.5,SE,3.04,179.4,2.6,OK
MA01,Zone A,14.1748,-6.8569,2025-04-20 16:00:00,29.6,62.3,1013.0,6.1,NE,1.78,179.4,1.9,OK
MA01,Zone A,14.1748,-6.8569,2025-04-20 17:00:00,40.9,58.4,1010.4,14.4,SO,0.21,179.4,2.7,OK
MA01,Zone A,14.1748,-6.8569,2025-04-20 22:00:00,23.8,54.2,1001.4,14.6,NE,5.06,179.4,2.0,OK
MA01,Zone A,14.1748,-6.8569,2025-04-21 00:00:00,27.8,80.4,1017.9,13.4,S,0.37,179.4,2.2,OK
MA01,Zone A,14.1748,-6.8569,2025-04-21 05:00:00,28.7,57.1,1011.5,19.5,SE,0.09,179.4,1.9,OK
MA01,Zone A,14.1748,-6.8569,2025-04-21 09:00:00,28.5,63.9,1013.0,13.5,O,0.1,179.4,1.6,OK
MA01,Zone A,14.1748,-6.8569,2025-04-21 10:00:00,33.0,89.5,1008.8,18.0,N,0.55,179.4,2.3,OK
MA01,Zone A,14.1748,-6.8569,2025-04-21 11:00:00,35.0,48.0,1005.8,11.4,S,0.32,179.4,1.9,OK
MA01,Zone A,14.1748,-6.8569,2025-04-21 13:00:00,30.9,59.9,1011.4,15.8,N,2.2,179.4,2.3,OK
MA01,Zone A,14.1748,-6.8569,2025-04-21 14:00:00,27.8,44.3,1013.7,16.3,E,0.22,179.4,2.0,OK
MA01,Zone A,14.1748,-6.8569,2025-04-21 17:00:00,27.5,45.5,1006.5,17.8,S,0.97,179.4,2.0,OK
MA01,Zone A,14.1748,-6.8569,2025-04-21 19:00:00,35.6,48.6,1006.6,11.0,SO,3.34,179.4,2.9,OK
MA01,Zone A,14.1748,-6.8569,2025-04-21 20:00:00,34.7,70.9,1014.2,11.6,SO,1.52,179.4,1.8,OK
MA01,Zone A,14.1748,-6.8569,2025-04-22 05:00:00,26.2,62.8,1013.4,19.8,N,0.1,179.4,2.8,OK
MA01,Zone A,14.1748,-6.8569,2025-04-22 06:00:00,31.4,57.6,1013.7,10.9,E,0.13,179.4,3.0,OK
MA01,Zone A,14.1748,-6.8569,2025-04-22 07:00:00,33.7,75.9,1011.2,7.1,E,0.65,179.4,1.2,OK
MA01,Zone A,14.1748,-6.8569,2025-04-22 08:00:00,28.2,74.0,1010.0,13.4,O,2.17,179.4,1.7,OK
MA01,Zone A,14.1748,-6.8569,2025-04-22 11:00:00,32.1,50.9,1015.6,19.5,NE,0.35,179.4,1.1,OK
MA01,Zone A,14.1748,-6.8569,2025-04-22 12:00:00,31.2,54.3,1016.7,9.1,E,5.19,179.4,2.7,OK
MA01,Zone A,14.1748,-6.8569,2025-04-22 13:00:00,34.0,69.1,1009.6,13.3,N,1.31,179.4,2.0,OK
